TABLEID:Item Journal Line
*Journal Template Name	*Journal Batch Name	*Line No.	*Item No.	*Posting Date	*Entry Type	*Document No.	*Location Code	*Quantity	*Unit Amount	*Unit Cost	*Amount	*Discount Amount	*Expiration Date	*Lot No.
ITEM	NWVDEMO	103290000	30091	06/04/26	Sale	SL260604	S0001	1	4.18	2.8	4.18	0		
ITEM	NWVDEMO	103300000	30091	06/04/26	Sale	SL260604	S0010	1	4.18	2.8	4.18	0		
ITEM	NWVDEMO	103310000	30091	06/04/26	Sale	WS260604	W0003	2	3.01	2.8	6.02	0		
ITEM	NWVDEMO	103320000	33110	06/04/26	Sale	SL260604	S0001	15	1.59	1.2	23.85	0	06/04/26	L260602-33110A
ITEM	NWVDEMO	103330000	33110	06/04/26	Sale	SL260604	S0002	9	1.59	1.2	14.31	0	06/04/26	L260602-33110A
ITEM	NWVDEMO	103340000	33110	06/04/26	Sale	SL260604	S0002	4	1.59	1.2	6.36	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	103350000	33110	06/04/26	Sale	SL260604	S0005	7	1.59	1.2	11.13	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	103360000	33110	06/04/26	Sale	SL260604	S0010	8	1.59	1.2	12.72	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	103370000	33116	06/04/26	Sale	SL260604	S0001	8	1.09	0.78	8.72	0	06/04/26	L260529-33116A
ITEM	NWVDEMO	103380000	33116	06/04/26	Sale	SL260604	S0002	6	1.09	0.78	6.54	0	06/04/26	L260529-33116A
ITEM	NWVDEMO	103390000	33116	06/04/26	Sale	SL260604	S0005	2	1.09	0.78	2.18	0	06/04/26	L260531-33116A
ITEM	NWVDEMO	103400000	33116	06/04/26	Sale	SL260604	S0010	3	1.09	0.78	3.27	0	06/04/26	L260531-33116A
ITEM	NWVDEMO	103410000	33120	06/04/26	Sale	SL260604	S0001	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	103420000	33120	06/04/26	Sale	SL260604	S0002	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	103430000	33120	06/04/26	Sale	SL260604	S0005	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	103440000	33120	06/04/26	Sale	SL260604	S0005	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	103450000	33120	06/04/26	Sale	SL260604	S0010	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	103460000	33130	06/04/26	Sale	SL260604	S0001	2	9.55	7.1	19.1	0	06/05/26	L260529-33130
ITEM	NWVDEMO	103470000	33130	06/04/26	Sale	SL260604	S0002	1	9.55	7.1	9.55	0	06/05/26	L260529-33130
ITEM	NWVDEMO	103480000	33130	06/04/26	Sale	SL260604	S0010	2	9.55	7.1	19.1	0	06/06/26	L260531-33130
ITEM	NWVDEMO	103490000	33150	06/04/26	Sale	SL260604	S0001	3	11.36	7.5	34.08	0		
ITEM	NWVDEMO	103500000	33150	06/04/26	Sale	SL260604	S0002	2	11.36	7.5	22.72	0		
ITEM	NWVDEMO	103510000	33150	06/04/26	Sale	SL260604	S0005	1	11.36	7.5	11.36	0		
ITEM	NWVDEMO	103520000	33160	06/04/26	Sale	SL260604	S0001	5	7.18	5.5	35.9	0	06/04/26	L260529-33160
ITEM	NWVDEMO	103530000	33160	06/04/26	Sale	SL260604	S0002	1	7.18	5.5	7.18	0	06/04/26	L260529-33160
ITEM	NWVDEMO	103540000	33160	06/04/26	Sale	SL260604	S0005	1	7.18	5.5	7.18	0	06/08/26	L260531-33160
ITEM	NWVDEMO	103550000	33160	06/04/26	Sale	SL260604	S0010	1	7.18	5.5	7.18	0	06/04/26	L260529-33160
ITEM	NWVDEMO	103560000	33160	06/04/26	Sale	SL260604	S0010	1	7.18	5.5	7.18	0	06/08/26	L260531-33160
ITEM	NWVDEMO	103570000	33170	06/04/26	Sale	SL260604	S0001	6	7.18	5.5	43.08	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	103580000	33170	06/04/26	Sale	SL260604	S0002	3	7.18	5.5	21.54	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	103590000	33170	06/04/26	Sale	SL260604	S0005	1	7.18	5.5	7.18	0	06/04/26	L260529-33170A
ITEM	NWVDEMO	103600000	33170	06/04/26	Sale	SL260604	S0005	3	7.18	5.5	21.54	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	103610000	33170	06/04/26	Sale	SL260604	S0010	2	7.18	5.5	14.36	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	103620000	33200	06/04/26	Sale	SL260604	S0001	5	5.91	4.2	29.55	0		
ITEM	NWVDEMO	103630000	33200	06/04/26	Sale	SL260604	S0002	4	5.91	4.2	23.64	0		
ITEM	NWVDEMO	103640000	33200	06/04/26	Sale	SL260604	S0005	3	5.91	4.2	17.73	0		
ITEM	NWVDEMO	103650000	33250	06/04/26	Sale	SL260604	S0001	3	5.36	4.1	16.08	0		
ITEM	NWVDEMO	103660000	33250	06/04/26	Sale	SL260604	S0002	4	5.36	4.1	21.44	0		
ITEM	NWVDEMO	103670000	33250	06/04/26	Sale	SL260604	S0005	2	5.36	4.1	10.72	0		
ITEM	NWVDEMO	103680000	33250	06/04/26	Sale	SL260604	S0010	1	5.36	4.1	5.36	0		
ITEM	NWVDEMO	103690000	33250	06/04/26	Sale	SL260604	S0010	2	5.36	4.1	10.72	0		
ITEM	NWVDEMO	103700000	33310	06/04/26	Sale	SL260604	S0001	11	3	1.1	33	0	12/29/26	L260405-33310A
ITEM	NWVDEMO	103710000	33310	06/04/26	Sale	SL260604	S0002	11	3	1.1	33	0	12/29/26	L260405-33310A
ITEM	NWVDEMO	103720000	33310	06/04/26	Sale	SL260604	S0002	6	3	1.1	18	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	103730000	33310	06/04/26	Sale	SL260604	S0005	8	3	1.1	24	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	103740000	33310	06/04/26	Sale	SL260604	S0010	9	3	1.1	27	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	103750000	33310	06/04/26	Sale	WS260604	W0003	38	2.16	1.1	82.08	0	01/09/27	L260517-33310A
ITEM	NWVDEMO	103760000	33323	06/04/26	Sale	SL260604	S0001	14	3	1.1	42	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	103770000	33323	06/04/26	Sale	SL260604	S0002	11	3	1.1	33	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	103780000	33323	06/04/26	Sale	SL260604	S0005	4	3	1.1	12	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	103790000	33323	06/04/26	Sale	SL260604	S0010	5	3	1.1	15	0	12/26/26	L260517-33323A
ITEM	NWVDEMO	103800000	33323	06/04/26	Sale	SL260604	S0010	2	3	1.1	6	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	103810000	33323	06/04/26	Sale	WS260604	W0003	30	2.16	1.1	64.8	0	01/15/27	L260517-33323C
ITEM	NWVDEMO	103820000	33341	06/04/26	Sale	SL260604	S0001	5	5.75	2.1	28.75	0	10/27/26	L260419-33341C
ITEM	NWVDEMO	103830000	33341	06/04/26	Sale	SL260604	S0002	5	5.75	2.1	28.75	0	11/01/26	L260517-33341C
ITEM	NWVDEMO	103840000	33341	06/04/26	Sale	SL260604	S0010	4	5.75	2.1	23	0	11/01/26	L260517-33341C
ITEM	NWVDEMO	103850000	33341	06/04/26	Sale	WS260604	W0003	14	4.14	2.1	57.96	0	11/18/26	L260531-33341A
ITEM	NWVDEMO	103860000	10070	06/05/26	Purchase	PR260605	W0003	5	0.5	0.5	2.5	0		
ITEM	NWVDEMO	103870000	10000	06/05/26	Positive Adjmt.	TR260605	S0001	28	0.9	0.9	25.2	0		
ITEM	NWVDEMO	103880000	10000	06/05/26	Positive Adjmt.	TR260605	S0001	14	0.9	0.9	12.6	0		
ITEM	NWVDEMO	103890000	10000	06/05/26	Positive Adjmt.	TR260605	S0002	28	0.9	0.9	25.2	0		
ITEM	NWVDEMO	103900000	10000	06/05/26	Positive Adjmt.	TR260605	S0013	9	0.9	0.9	8.1	0		
ITEM	NWVDEMO	103910000	10000	06/05/26	Positive Adjmt.	TR260605	S0013	22	0.9	0.9	19.8	0		
ITEM	NWVDEMO	103920000	33100	06/05/26	Positive Adjmt.	TR260605	S0001	35	1	1	35	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	103930000	33100	06/05/26	Positive Adjmt.	TR260605	S0002	9	1	1	9	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	103940000	33100	06/05/26	Positive Adjmt.	TR260605	S0002	18	1	1	18	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	103950000	33100	06/05/26	Positive Adjmt.	TR260605	S0005	15	1	1	15	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	103960000	33100	06/05/26	Positive Adjmt.	TR260605	S0010	9	1	1	9	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	103970000	33100	06/05/26	Positive Adjmt.	TR260605	S0010	14	1	1	14	0	06/08/26	L260604-33100B
ITEM	NWVDEMO	103980000	33116	06/05/26	Positive Adjmt.	TR260605	S0001	21	0.78	0.78	16.38	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	103990000	33116	06/05/26	Positive Adjmt.	TR260605	S0002	6	0.78	0.78	4.68	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	104000000	33116	06/05/26	Positive Adjmt.	TR260605	S0002	14	0.78	0.78	10.92	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104010000	33116	06/05/26	Positive Adjmt.	TR260605	S0005	10	0.78	0.78	7.8	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104020000	33116	06/05/26	Positive Adjmt.	TR260605	S0010	11	0.78	0.78	8.58	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104030000	33116	06/05/26	Positive Adjmt.	TR260605	S0010	1	0.78	0.78	0.78	0	06/10/26	L260604-33116A
ITEM	NWVDEMO	104040000	33120	06/05/26	Positive Adjmt.	TR260605	S0001	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104050000	33120	06/05/26	Positive Adjmt.	TR260605	S0002	9	6.5	6.5	58.5	0		
ITEM	NWVDEMO	104060000	33120	06/05/26	Positive Adjmt.	TR260605	S0002	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104070000	33120	06/05/26	Positive Adjmt.	TR260605	S0005	7	6.5	6.5	45.5	0		
ITEM	NWVDEMO	104080000	33120	06/05/26	Positive Adjmt.	TR260605	S0010	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104090000	33130	06/05/26	Positive Adjmt.	TR260605	S0001	4	7.1	7.1	28.4	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104100000	33130	06/05/26	Positive Adjmt.	TR260605	S0002	4	7.1	7.1	28.4	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104110000	33130	06/05/26	Positive Adjmt.	TR260605	S0005	1	7.1	7.1	7.1	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104120000	33130	06/05/26	Positive Adjmt.	TR260605	S0010	1	7.1	7.1	7.1	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104130000	33130	06/05/26	Positive Adjmt.	TR260605	S0010	5	7.1	7.1	35.5	0	06/12/26	L260604-33130
ITEM	NWVDEMO	104140000	33160	06/05/26	Positive Adjmt.	TR260605	S0001	10	5.5	5.5	55	0	06/08/26	L260531-33160
ITEM	NWVDEMO	104150000	33160	06/05/26	Positive Adjmt.	TR260605	S0001	3	5.5	5.5	16.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104160000	33160	06/05/26	Positive Adjmt.	TR260605	S0002	9	5.5	5.5	49.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104170000	33160	06/05/26	Positive Adjmt.	TR260605	S0005	7	5.5	5.5	38.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104180000	33160	06/05/26	Positive Adjmt.	TR260605	S0010	1	5.5	5.5	5.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104190000	33160	06/05/26	Positive Adjmt.	TR260605	S0010	5	5.5	5.5	27.5	0	06/11/26	L260604-33160B
ITEM	NWVDEMO	104200000	33170	06/05/26	Positive Adjmt.	TR260605	S0001	18	5.5	5.5	99	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	104210000	33170	06/05/26	Positive Adjmt.	TR260605	S0002	12	5.5	5.5	66	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	104220000	33170	06/05/26	Positive Adjmt.	TR260605	S0002	3	5.5	5.5	16.5	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104230000	33170	06/05/26	Positive Adjmt.	TR260605	S0005	7	5.5	5.5	38.5	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104240000	33170	06/05/26	Positive Adjmt.	TR260605	S0010	8	5.5	5.5	44	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104250000	10000	06/05/26	Negative Adjmt.	TR260605	W0003	28	0.9	0.9	25.2	0		
ITEM	NWVDEMO	104260000	10000	06/05/26	Negative Adjmt.	TR260605	W0003	14	0.9	0.9	12.6	0		
ITEM	NWVDEMO	104270000	10000	06/05/26	Negative Adjmt.	TR260605	W0003	28	0.9	0.9	25.2	0		
ITEM	NWVDEMO	104280000	10000	06/05/26	Negative Adjmt.	TR260605	W0003	9	0.9	0.9	8.1	0		
ITEM	NWVDEMO	104290000	10000	06/05/26	Negative Adjmt.	TR260605	W0003	22	0.9	0.9	19.8	0		
ITEM	NWVDEMO	104300000	10070	06/05/26	Negative Adjmt.	WS260605	S0001	3	0.5	0.5	1.5	0		
ITEM	NWVDEMO	104310000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	35	1	1	35	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	104320000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	9	1	1	9	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	104330000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	18	1	1	18	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	104340000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	15	1	1	15	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	104350000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	9	1	1	9	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	104360000	33100	06/05/26	Negative Adjmt.	TR260605	W0003	14	1	1	14	0	06/08/26	L260604-33100B
ITEM	NWVDEMO	104370000	33100	06/05/26	Negative Adjmt.	WS260605	W0003	50	1	1	50	0	06/04/26	L260531-33100A
ITEM	NWVDEMO	104380000	33110	06/05/26	Negative Adjmt.	WS260605	S0001	9	1.2	1.2	10.8	0	06/04/26	L260602-33110A
ITEM	NWVDEMO	104390000	33116	06/05/26	Negative Adjmt.	WS260605	S0001	5	0.78	0.78	3.9	0	06/04/26	L260529-33116A
ITEM	NWVDEMO	104400000	33116	06/05/26	Negative Adjmt.	WS260605	S0005	1	0.78	0.78	0.78	0	06/04/26	L260531-33116A
ITEM	NWVDEMO	104410000	33116	06/05/26	Negative Adjmt.	WS260605	S0010	5	0.78	0.78	3.9	0	06/04/26	L260531-33116A
ITEM	NWVDEMO	104420000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	21	0.78	0.78	16.38	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	104430000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	6	0.78	0.78	4.68	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	104440000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	14	0.78	0.78	10.92	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104450000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	10	0.78	0.78	7.8	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104460000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	11	0.78	0.78	8.58	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	104470000	33116	06/05/26	Negative Adjmt.	TR260605	W0003	1	0.78	0.78	0.78	0	06/10/26	L260604-33116A
ITEM	NWVDEMO	104480000	33116	06/05/26	Negative Adjmt.	WS260605	W0003	6	0.78	0.78	4.68	0	06/04/26	L260531-33116A
ITEM	NWVDEMO	104490000	33120	06/05/26	Negative Adjmt.	TR260605	W0003	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104500000	33120	06/05/26	Negative Adjmt.	TR260605	W0003	9	6.5	6.5	58.5	0		
ITEM	NWVDEMO	104510000	33120	06/05/26	Negative Adjmt.	TR260605	W0003	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104520000	33120	06/05/26	Negative Adjmt.	TR260605	W0003	7	6.5	6.5	45.5	0		
ITEM	NWVDEMO	104530000	33120	06/05/26	Negative Adjmt.	TR260605	W0003	5	6.5	6.5	32.5	0		
ITEM	NWVDEMO	104540000	33130	06/05/26	Negative Adjmt.	TR260605	W0003	4	7.1	7.1	28.4	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104550000	33130	06/05/26	Negative Adjmt.	TR260605	W0003	4	7.1	7.1	28.4	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104560000	33130	06/05/26	Negative Adjmt.	TR260605	W0003	1	7.1	7.1	7.1	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104570000	33130	06/05/26	Negative Adjmt.	TR260605	W0003	1	7.1	7.1	7.1	0	06/06/26	L260531-33130
ITEM	NWVDEMO	104580000	33130	06/05/26	Negative Adjmt.	TR260605	W0003	5	7.1	7.1	35.5	0	06/12/26	L260604-33130
ITEM	NWVDEMO	104590000	33160	06/05/26	Negative Adjmt.	WS260605	S0001	6	5.5	5.5	33	0	06/04/26	L260529-33160
ITEM	NWVDEMO	104600000	33160	06/05/26	Negative Adjmt.	WS260605	S0002	6	5.5	5.5	33	0	06/04/26	L260529-33160
ITEM	NWVDEMO	104610000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	10	5.5	5.5	55	0	06/08/26	L260531-33160
ITEM	NWVDEMO	104620000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	3	5.5	5.5	16.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104630000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	9	5.5	5.5	49.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104640000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	7	5.5	5.5	38.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104650000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	1	5.5	5.5	5.5	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	104660000	33160	06/05/26	Negative Adjmt.	TR260605	W0003	5	5.5	5.5	27.5	0	06/11/26	L260604-33160B
ITEM	NWVDEMO	104670000	33170	06/05/26	Negative Adjmt.	WS260605	S0001	2	5.5	5.5	11	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	104680000	33170	06/05/26	Negative Adjmt.	WS260605	S0005	1	5.5	5.5	5.5	0	06/04/26	L260531-33170A
ITEM	NWVDEMO	104690000	33170	06/05/26	Negative Adjmt.	TR260605	W0003	18	5.5	5.5	99	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	104700000	33170	06/05/26	Negative Adjmt.	TR260605	W0003	12	5.5	5.5	66	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	104710000	33170	06/05/26	Negative Adjmt.	TR260605	W0003	3	5.5	5.5	16.5	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104720000	33170	06/05/26	Negative Adjmt.	TR260605	W0003	7	5.5	5.5	38.5	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104730000	33170	06/05/26	Negative Adjmt.	TR260605	W0003	8	5.5	5.5	44	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	104740000	10000	06/05/26	Sale	SL260605	S0001	11	1	0.9	11	0		
ITEM	NWVDEMO	104750000	10000	06/05/26	Sale	SL260605	S0002	11	1	0.9	11	0		
ITEM	NWVDEMO	104760000	10000	06/05/26	Sale	SL260605	S0013	1	1	0.9	1	0		
ITEM	NWVDEMO	104770000	10000	06/05/26	Sale	SL260605	S0013	6	1	0.9	6	0		
ITEM	NWVDEMO	104780000	10045	06/05/26	Sale	SL260605	S0001	8	0.86	0.45	6.88	0		
ITEM	NWVDEMO	104790000	10045	06/05/26	Sale	SL260605	S0002	4	0.86	0.45	3.44	0		
ITEM	NWVDEMO	104800000	10045	06/05/26	Sale	SL260605	S0013	5	0.86	0.45	4.3	0		
ITEM	NWVDEMO	104810000	10070	06/05/26	Sale	SL260605	S0001	6	1.82	0.5	10.92	0		
ITEM	NWVDEMO	104820000	10070	06/05/26	Sale	SL260605	S0002	6	1.82	0.5	10.92	0		
ITEM	NWVDEMO	104830000	10070	06/05/26	Sale	SL260605	S0013	2	1.82	0.5	3.64	0		
ITEM	NWVDEMO	104840000	10070	06/05/26	Sale	SL260605	S0013	4	1.82	0.5	7.28	0		
ITEM	NWVDEMO	104850000	10100	06/05/26	Sale	SL260605	S0001	3	2.8	1.7	8.4	0		
ITEM	NWVDEMO	104860000	10100	06/05/26	Sale	SL260605	S0001	2	2.8	1.7	5.6	0		
ITEM	NWVDEMO	104870000	10100	06/05/26	Sale	SL260605	S0002	2	2.8	1.7	5.6	0		
ITEM	NWVDEMO	104880000	10100	06/05/26	Sale	SL260605	S0013	2	2.8	1.7	5.6	0		
ITEM	NWVDEMO	104890000	18200	06/05/26	Sale	SL260605	S0001	3	1.64	0.95	4.92	0		
ITEM	NWVDEMO	104900000	18200	06/05/26	Sale	SL260605	S0002	3	1.64	0.95	4.92	0		
ITEM	NWVDEMO	104910000	18200	06/05/26	Sale	SL260605	S0013	3	1.64	0.95	4.92	0		
ITEM	NWVDEMO	104920000	30091	06/05/26	Sale	SL260605	S0001	2	4.18	2.8	8.36	0		
ITEM	NWVDEMO	104930000	30091	06/05/26	Sale	SL260605	S0005	1	4.18	2.8	4.18	0		
ITEM	NWVDEMO	104940000	30091	06/05/26	Sale	SL260605	S0010	2	4.18	2.8	8.36	0		
ITEM	NWVDEMO	104950000	33100	06/05/26	Sale	SL260605	S0001	15	1.36	1	20.4	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	104960000	33100	06/05/26	Sale	SL260605	S0002	4	1.36	1	5.44	0	06/07/26	L260604-33100C
ITEM	NWVDEMO	104970000	33100	06/05/26	Sale	SL260605	S0005	3	1.36	1	4.08	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	104980000	33100	06/05/26	Sale	SL260605	S0010	8	1.36	1	10.88	0	06/08/26	L260604-33100A
ITEM	NWVDEMO	104990000	33110	06/05/26	Sale	SL260605	S0002	5	1.59	1.2	7.95	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	105000000	33110	06/05/26	Sale	SL260605	S0005	3	1.59	1.2	4.77	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	105010000	33110	06/05/26	Sale	SL260605	S0010	7	1.59	1.2	11.13	0	06/05/26	L260602-33110B
ITEM	NWVDEMO	105020000	33116	06/05/26	Sale	SL260605	S0001	6	1.09	0.78	6.54	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	105030000	33116	06/05/26	Sale	SL260605	S0002	6	1.09	0.78	6.54	0	06/06/26	L260531-33116B
ITEM	NWVDEMO	105040000	33116	06/05/26	Sale	SL260605	S0005	1	1.09	0.78	1.09	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	105050000	33116	06/05/26	Sale	SL260605	S0010	3	1.09	0.78	3.27	0	06/09/26	L260604-33116B
ITEM	NWVDEMO	105060000	33120	06/05/26	Sale	SL260605	S0001	2	8.64	6.5	17.28	0		
ITEM	NWVDEMO	105070000	33120	06/05/26	Sale	SL260605	S0002	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	105080000	33120	06/05/26	Sale	SL260605	S0002	1	8.64	6.5	8.64	0		
ITEM	NWVDEMO	105090000	33130	06/05/26	Sale	SL260605	S0001	3	9.55	7.1	28.65	0	06/05/26	L260529-33130
ITEM	NWVDEMO	105100000	33130	06/05/26	Sale	SL260605	S0002	2	9.55	7.1	19.1	0	06/05/26	L260529-33130
ITEM	NWVDEMO	105110000	33150	06/05/26	Sale	SL260605	S0005	1	11.36	7.5	11.36	0		
ITEM	NWVDEMO	105120000	33160	06/05/26	Sale	SL260605	S0001	4	7.18	5.5	28.72	0	06/08/26	L260531-33160
ITEM	NWVDEMO	105130000	33160	06/05/26	Sale	SL260605	S0002	1	7.18	5.5	7.18	0	06/10/26	L260604-33160A
ITEM	NWVDEMO	105140000	33160	06/05/26	Sale	SL260605	S0005	1	7.18	5.5	7.18	0	06/08/26	L260531-33160
ITEM	NWVDEMO	105150000	33160	06/05/26	Sale	SL260605	S0010	2	7.18	5.5	14.36	0	06/08/26	L260531-33160
ITEM	NWVDEMO	105160000	33170	06/05/26	Sale	SL260605	S0001	5	7.18	5.5	35.9	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	105170000	33170	06/05/26	Sale	SL260605	S0002	5	7.18	5.5	35.9	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	105180000	33170	06/05/26	Sale	SL260605	S0005	2	7.18	5.5	14.36	0	06/08/26	L260604-33170B
ITEM	NWVDEMO	105190000	33170	06/05/26	Sale	SL260605	S0010	4	7.18	5.5	28.72	0	06/05/26	L260531-33170B
ITEM	NWVDEMO	105200000	33200	06/05/26	Sale	SL260605	S0001	4	5.91	4.2	23.64	0		
ITEM	NWVDEMO	105210000	33200	06/05/26	Sale	SL260605	S0002	2	5.91	4.2	11.82	0		
ITEM	NWVDEMO	105220000	33200	06/05/26	Sale	SL260605	S0005	4	5.91	4.2	23.64	0		
ITEM	NWVDEMO	105230000	33200	06/05/26	Sale	SL260605	S0010	4	5.91	4.2	23.64	0		
ITEM	NWVDEMO	105240000	33250	06/05/26	Sale	SL260605	S0001	6	5.36	4.1	32.16	0		
ITEM	NWVDEMO	105250000	33250	06/05/26	Sale	SL260605	S0002	6	5.36	4.1	32.16	0		
ITEM	NWVDEMO	105260000	33250	06/05/26	Sale	SL260605	S0005	3	5.36	4.1	16.08	0		
ITEM	NWVDEMO	105270000	33250	06/05/26	Sale	SL260605	S0010	5	5.36	4.1	26.8	0		
ITEM	NWVDEMO	105280000	33310	06/05/26	Sale	SL260605	S0001	16	3	1.1	48	0	12/29/26	L260405-33310A
ITEM	NWVDEMO	105290000	33310	06/05/26	Sale	SL260605	S0002	15	3	1.1	45	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	105300000	33310	06/05/26	Sale	SL260605	S0005	8	3	1.1	24	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	105310000	33310	06/05/26	Sale	SL260605	S0010	9	3	1.1	27	0	12/31/26	L260503-33310C
ITEM	NWVDEMO	105320000	33323	06/05/26	Sale	SL260605	S0001	12	3	1.1	36	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	105330000	33323	06/05/26	Sale	SL260605	S0002	11	3	1.1	33	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	105340000	33323	06/05/26	Sale	SL260605	S0005	6	3	1.1	18	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	105350000	33323	06/05/26	Sale	SL260605	S0010	7	3	1.1	21	0	01/01/27	L260531-33323A
ITEM	NWVDEMO	105360000	33341	06/05/26	Sale	SL260605	S0001	6	5.75	2.1	34.5	0	10/27/26	L260419-33341C
ITEM	NWVDEMO	105370000	33341	06/05/26	Sale	SL260605	S0002	2	5.75	2.1	11.5	0	11/01/26	L260517-33341C
ITEM	NWVDEMO	105380000	33341	06/05/26	Sale	SL260605	S0005	5	5.75	2.1	28.75	0	11/01/26	L260517-33341C
